"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DNTTIP2",113.895791418075,-0.0239689905070106,0.109329225465957,-0.219236808866574,0.826465583539511,0.999943348908314
"LOC105372641",108.310766699215,0.0314865094883914,0.110186102574058,0.285757538862297,0.775063831634682,0.999943348908314
"MIR7156",110.072135036739,-0.015204564094634,0.110392858135243,-0.137731410812887,0.890452693734284,0.999943348908314
"CNGB3",107.689372242627,-0.043767723036965,0.179740442195218,-0.24350514832621,0.807614097333079,0.999943348908314
"LOC124625828",112.048738879355,-0.0429234326622004,0.110301607407649,-0.389146030334494,0.69716812447177,0.999943348908314
"LOC121848002",111.07032061863,0.0340867017984119,0.109484809799793,0.311337270081062,0.755544236759553,0.999943348908314
"ZNF629",106.641738219431,-0.0308777917621444,0.109530849034414,-0.28190954451967,0.778012870777494,0.999943348908314
"SMAD1",101.958232996657,-0.00271792587384759,0.110195122159202,-0.0246646659179789,0.980322439013659,0.999943348908314
"STX18P1",111.403939935835,0.00229198082390902,0.109727498387669,0.0208879347254542,0.983335051219996,0.999943348908314
"RPL7AP82",112.54863972073,0.0148150315006814,0.113994785335023,0.129962361498739,0.896596205248446,0.999943348908314
"ATRIP",112.918176454696,-0.0268230618335154,0.11432208969916,-0.234627112783722,0.814498163936167,0.999943348908314
"IFNLR1",117.062410154742,-0.0259557585105127,0.102601425212959,-0.252976588352833,0.800286304670683,0.999943348908314
"LOC113175017",114.710306892747,-0.0132684382904887,0.109887871848144,-0.120745247563121,0.903892818785075,0.999943348908314
"C11orf97",111.673739773372,-0.0188837967920378,0.110447198099643,-0.170975788584526,0.864242803166266,0.999943348908314
"LOC125177523",104.952206232539,-0.0240954440681252,0.113878109388988,-0.211589779610929,0.832427083496391,0.999943348908314
"LOC121847998",103.812981382001,-0.0186181605576382,0.111871845457577,-0.166424004909246,0.867823284183532,0.999943348908314
"DEL13Q33Q34",111.927606500896,-0.0401222371055124,0.109348758288876,-0.366919915080499,0.713678755889236,0.999943348908314
"RPS27P7",105.75129000623,0.0171040360076128,0.109964782634095,0.155541034119315,0.876394807007211,0.999943348908314
"RNU6-476P",108.461532520051,-0.0405134039144272,0.118030253846009,-0.343245927161048,0.731413456171273,0.999943348908314
"MAP6",103.361435726622,0.0239088351450765,0.112444983388064,0.212626961423113,0.831617940108593,0.999943348908314
"LOC101927555",106.295547208592,-0.0166449409199746,0.108632153056678,-0.153222968077327,0.878222445629206,0.999943348908314
"LOC111828503",108.03112251298,-0.0288050718243842,0.108909371829521,-0.264486621679111,0.791404972248563,0.999943348908314
"LOC112935947",116.345978078103,-0.0169739101746024,0.10474014744803,-0.162057344658833,0.87126069612913,0.999943348908314
"LOC124629327",105.327899229081,-0.0850615501220509,0.108401661906888,-0.784688616629466,0.432636158596103,0.999943348908314
"TMEM176B",104.30028736787,-0.036139243619189,0.115238839700843,-0.313602980670454,0.753822595424356,0.999943348908314
"PRKD3-DT",112.564828667363,0.00953897174189195,0.109157060136422,0.0873875838170277,0.930363438300801,0.999943348908314
"ADCY9",104.788921321821,-0.015618144513244,0.113514073618627,-0.137587737056431,0.890566247759466,0.999943348908314
"SRMP2",114.116724072924,-0.0673499313152778,0.107749426550714,-0.625060693790128,0.531931224187046,0.999943348908314
"TRAJ51",111.841941235931,0.00876787175797415,0.109563578934754,0.0800254230759976,0.936217036119991,0.999943348908314
"LOC112340382",116.397341191857,-0.0369102652562356,0.103342021234277,-0.357166086122504,0.72096747304446,0.999943348908314
"CTSE",110.170691031521,0.00534261574614193,0.117174235615649,0.0455954819595887,0.963632670302859,0.999943348908314
"LOC124907910",107.302498711448,0.00495007408240371,0.113593298934173,0.0435771663368299,0.965241453027303,0.999943348908314
"SPRR2G",106.118154158818,-0.0216329468839835,0.110095449582927,-0.196492652202569,0.844224583264197,0.999943348908314
"OR2AP1",116.628240933729,-0.0744035554980806,0.108102135315253,-0.688270914178531,0.491282194351387,0.999943348908314
"LOC112268151",108.133663705851,-0.00776428733193796,0.112861786949834,-0.0687946517751764,0.945153075268724,0.999943348908314
"DTWD1",99.6370438428119,-0.0193701065873977,0.112810061843162,-0.171705486823752,0.86366907202217,0.999943348908314
"LOC125146391",101.386587844376,-0.063386239703349,0.11402800484066,-0.555883090227909,0.578290778726196,0.999943348908314
"LOC126807280",105.733069791227,0.0226431095872147,0.108645739462044,0.20841231049953,0.834907044978779,0.999943348908314
"RNU6-31P",112.308294903874,-0.0357963237157218,0.108293330286413,-0.330549661932532,0.740984674504982,0.999943348908314
"LOC105373876",109.599011013861,-0.0218479047879192,0.108680011347584,-0.2010296513316,0.840675388912516,0.999943348908314
"LOC124900282",108.53814364741,-0.0379068531985995,0.110085864325947,-0.344338970590841,0.730591379880935,0.999943348908314
"LOC105377937",111.772661055111,-0.0500646920813685,0.111077638742809,-0.450718008124832,0.652192801673798,0.999943348908314
"CICP5",112.322642305474,0.0204066352349763,0.108564399628422,0.187968019947801,0.850901720680914,0.999943348908314
"LOC124908346",115.636730388406,0.0141879417669093,0.111574399846019,0.127161264470073,0.898812762916221,0.999943348908314
"LOC105371858",106.935157906406,-0.0584680963470032,0.109665944883939,-0.533147244651755,0.593931657023843,0.999943348908314
"TRG-CCC5-1",115.419754276148,-0.0124080005586407,0.104198877584691,-0.11907998287751,0.905211989241523,0.999943348908314
"H3P16",109.322446353015,-0.0344788892022963,0.113765533115657,-0.303069728221148,0.761836723257139,0.999943348908314
"LOC124907899",117.320756453158,-0.0143926557892588,0.103770755886517,-0.13869664595099,0.88968986862645,0.999943348908314
"LOC124903724",106.533454925747,0.00164888601540148,0.110232938279666,0.0149581970791541,0.988065530546358,0.999943348908314
"LOC93622",119.964533131132,-0.0345597519442234,0.0986205692154048,-0.350431479144466,0.726014905340896,0.999943348908314
"LINC01213",104.513539481262,-0.0231253289020956,0.109960959758923,-0.210304902328928,0.833429709342598,0.999943348908314
"ZSCAN23",104.533715126597,0.00135694382262294,0.109619188334113,0.0123787070789747,0.990123472973601,0.999943348908314
"ZBED10P",107.1582770799,0.000125718200071309,0.115579079364147,0.00108772453252736,0.999132121560228,0.999943348908314
"RNU6-139P",109.264458178263,-0.0185359073500171,0.110624227711223,-0.1675573943748,0.866931491580638,0.999943348908314
"DCTN1-AS1",118.339889191214,-0.021471571260845,0.0998302141174288,-0.215080889595091,0.829704253136349,0.999943348908314
"SNORD114-5",113.905016752395,-0.011601151685357,0.110415519176704,-0.105068126037528,0.916321751017456,0.999943348908314
"ZMAT3",114.253212621547,-0.042337659872945,0.108548157123713,-0.390035731557307,0.696510125220273,0.999943348908314
"LOC124909053",108.099240649661,0.0027604625196402,0.109291403315891,0.0252578193333421,0.979849318483346,0.999943348908314
"LOC126807157",118.801441883253,-0.0586316249830272,0.101239166808876,-0.579139742365865,0.562494885717203,0.999943348908314
"LOC105376587",102.652366702744,0.0289536725958861,0.110503909142434,0.262014917124481,0.793309941642667,0.999943348908314
"LOC124907869",113.566472369729,0.00710686222168042,0.110934531195239,0.0640635710550102,0.94891960832219,0.999943348908314
"LOC107986727",98.9572665370652,0.0375758811611532,0.116036416781628,0.323828348059628,0.746067993004532,0.999943348908314
"PEX13",102.7168138868,0.0371080325691512,0.109375342618031,0.339272377858899,0.734404549216501,0.999943348908314
"SRPK3",106.477525396838,0.0234430089895812,0.114257459597568,0.205177054278565,0.837433796103609,0.999943348908314
"RPL31P18",106.471560748747,-0.0172137537333028,0.110099051758406,-0.156347883640955,0.875758814699625,0.999943348908314
"LOC124901160",101.737380352912,0.0346359638335833,0.11383581001915,0.304262462117648,0.760927941123923,0.999943348908314
"LOC124908028",110.899928211138,0.00100435107412315,0.111529028399973,0.00900528847540274,0.992814916472687,0.999943348908314
"DENND4B",110.019665509501,-0.00982429461924282,0.114068314785943,-0.0861264115076895,0.931365928281569,0.999943348908314
"NANOGP9",105.489366883587,0.0152520358496742,0.108286809071034,0.140848511286995,0.887989618564593,0.999943348908314
"LOC124900550",108.714340063878,0.0250036799870594,0.110953300242022,0.225353188526335,0.821704525146371,0.999943348908314
"LOC124906363",110.598497183338,-0.000994684946188883,0.109634930984703,-0.00907270098366428,0.992761131270413,0.999943348908314
"LOC126807228",108.399074381292,0.00473699670254553,0.112167719726775,0.0422313720389804,0.966314253591224,0.999943348908314
"LOC101927692",111.565255874249,-0.0161527843583341,0.111464536148485,-0.144914112743595,0.884778683699737,0.999943348908314
"LOC124902162",112.035863028003,-0.0429600174314693,0.108791402845956,-0.394884304344332,0.692928273966386,0.999943348908314
"LOC124905324",105.22349302865,-0.0221708535781567,0.114765632184427,-0.193183735898638,0.846815075688088,0.999943348908314
"MTCO1P2",113.154003245604,-0.0146703756553799,0.108723490470574,-0.134932898050679,0.892664928517337,0.999943348908314
"LOC124900608",113.428919053932,-0.0459363354342961,0.112170637905952,-0.409521923846155,0.682156681036971,0.999943348908314
"LOC105369701",113.56049612511,-0.0208665851060235,0.111661055889796,-0.186874330891316,0.851759165620946,0.999943348908314
"LOC105370644",109.659962912652,-0.0143132489519168,0.109538567071493,-0.130668579428969,0.896037489167462,0.999943348908314
"MIR3910-1",104.689992003716,-0.0372578163581298,0.114181028615017,-0.326304788195171,0.744193765865909,0.999943348908314
"LCN6",115.44941987402,-0.022472149112505,0.105005029775917,-0.21401021608642,0.830539090457967,0.999943348908314
"KRTAP7-1",105.80185044354,0.0117049423303145,0.108612032102168,0.107768376152874,0.914179428928733,0.999943348908314
"LINC00967",107.772964206602,0.0116844216522409,0.108993484289375,0.107202937206953,0.914627985306235,0.999943348908314
"LOC105372776",109.640969776042,-0.00882061022700685,0.110498019760622,-0.07982595747974,0.936375679114371,0.999943348908314
"LOC124908775",110.409315175523,-0.00566910499624542,0.108749796652993,-0.0521297985901973,0.958425269397941,0.999943348908314
"PNO1",101.541387776398,0.0097056900327633,0.112735754585501,0.0860923854055755,0.931392976717234,0.999943348908314
"OR52N1",110.540450123228,0.0433626649164022,0.111356530262954,0.389403879718656,0.69697740248866,0.999943348908314
"LOC124901738",110.677802606618,-0.0217357541301422,0.111064839706938,-0.195703286364033,0.844842412006276,0.999943348908314
"MTCO2P18",117.468474423148,-0.0536275534171826,0.103999702569638,-0.515651026802445,0.606098164746052,0.999943348908314
"ALG1L2",108.794293803068,0.00907332228094605,0.109398576300075,0.0829382117008391,0.933900670149566,0.999943348908314
"TRE-CTC13-1",111.565941729112,-0.021333479167327,0.108976327638486,-0.19576250759796,0.844796056822642,0.999943348908314
"GOLGA8S",105.544050747734,-0.00114830816332816,0.108849504564243,-0.0105495028932394,0.991582870644171,0.999943348908314
"GJA3",100.051218564148,0.0054890859975273,0.116780160404642,0.047003583301373,0.962510371625644,0.999943348908314
"ECM2",120.404246088453,-0.0615937123455502,0.0995064463354455,-0.618992182053332,0.535921509173338,0.999943348908314
"LOC124416856",111.205321487606,-0.0307760816411762,0.111560743338621,-0.275868380938995,0.78264916022098,0.999943348908314
"SLC15A3",111.545344550993,-0.0497415044808265,0.125171623101566,-0.397386430313088,0.691082520511414,0.999943348908314
"RAB13",117.863689127291,-0.054561571017954,0.101450709548366,-0.5378135969758,0.590705743932631,0.999943348908314
"PPIHP2",112.869252328238,-0.0497462761992537,0.110511837706328,-0.450144321474849,0.652606380389424,0.999943348908314
"LOC105379139",97.922527411127,-0.0380669007110901,0.117774617114862,-0.323218208164199,0.746529992244214,0.999943348908314
"LOC122094841",107.077923715889,0.016415229986277,0.115447751927119,0.142187523899468,0.886931886149686,0.999943348908314
"LOC123002319",100.42286653095,-0.0413361094566732,0.115247454819543,-0.358672645060998,0.719839994649417,0.999943348908314
"LOC124908869",103.172078059923,0.0302627385929686,0.114530397221021,0.264233245734471,0.79160019474014,0.999943348908314
"TUBAP7",109.218380541846,-0.0551577765392578,0.108913294080073,-0.506437501547846,0.612549553736171,0.999943348908314
"MBTPS2",110.707367746557,0.00150605571163877,0.110249987979738,0.0136603707559184,0.989100940051235,0.999943348908314
"GLIS3-AS2",110.453783921487,-0.0680282619569304,0.10915804151259,-0.623208890653136,0.533147260047671,0.999943348908314
"SLC22A18",115.080260488721,0.0231492750504875,0.104987096012284,0.22049638412495,0.825484588139074,0.999943348908314
"LOC105373030",110.313497776854,-0.0833674604831802,0.109769152041731,-0.759479862352279,0.447565555901487,0.999943348908314
"PDE4DIPP10",118.282257826533,-0.0286348053304768,0.10192896536356,-0.280929029627075,0.778764834466733,0.999943348908314
"RNVU1-23",114.271389435692,-0.0248820025355766,0.105674925493489,-0.235457961473648,0.813853303561866,0.999943348908314
"CTBP2",113.669289283127,-0.0235610620598528,0.106124161022104,-0.222014118490374,0.824302892621115,0.999943348908314
"LOC122056784",109.920318911524,0.0217020866410938,0.111758350122596,0.194187607613097,0.846028985872684,0.999943348908314
"VPS4B",106.832137226739,-0.00184770305183894,0.108995116590478,-0.016952163634828,0.98647477817036,0.999943348908314
"RPS24P6",116.247946121795,0.00265533161545552,0.112797837191633,0.0235406252599006,0.981219033182841,0.999943348908314
"LOC125078065",111.198339560997,-0.0487221958567476,0.112843876468463,-0.431766413752758,0.665911192315878,0.999943348908314
"TES",111.213357644392,0.020815491398692,0.108801433423335,0.191316334203991,0.848277764605374,0.999943348908314
"LOC105370052",107.144145952943,0.00559917772343343,0.117137568886988,0.047800016481778,0.961875623422368,0.999943348908314
"SYT2",108.480426186196,0.00703763648251854,0.110916025923178,0.0634501319709464,0.949408068100238,0.999943348908314
"LOC100128310",111.972410020729,-0.068381696483567,0.112267363683111,-0.609096840258787,0.542460251848912,0.999943348908314
"RNASEH1P1",106.550047820561,-0.00925292650741035,0.107817568429762,-0.0858202113270455,0.931609339437081,0.999943348908314
"APOB3'MAR",106.83156981824,0.0036314294988216,0.110921894991362,0.0327386175570153,0.97388302802865,0.999943348908314
"LOC105378429",109.533103462028,-0.011398709098644,0.111073326297424,-0.102623280301532,0.918261965380197,0.999943348908314
"WDFY2",105.50590851623,0.00437856503307401,0.11186317250375,0.0391421496018023,0.968777056179278,0.999943348908314
"POLD4",112.19188789833,0.0232339403941682,0.110137896045105,0.210953188942824,0.832923799115297,0.999943348908314
"LOC124908984",113.75659066419,-0.0212567076751979,0.106392054844712,-0.199796006442622,0.841640124755714,0.999943348908314
"LOC124904206",105.302418069294,-0.0196398829362072,0.10776749096209,-0.182243112100623,0.855391940894985,0.999943348908314
"LOC122056881",103.857086106885,-0.00491913059594099,0.109590478459771,-0.0448864779593668,0.964197795006893,0.999943348908314
"TRIM60P1Y",109.305923864508,0.00508970748816965,0.109747382773533,0.0463765728124235,0.963010108604935,0.999943348908314
"LOC124901519",107.999209666981,0.0590329238768971,0.111826459189022,0.527897639834172,0.597570382921804,0.999943348908314
"BTG4P1",105.136690991741,-0.030220067026917,0.108986545579393,-0.277282547733406,0.781563159270791,0.999943348908314
"C2orf88",109.353024820109,-0.0108201102599446,0.111556604942197,-0.096992107868028,0.922732661908394,0.999943348908314
"LOC113939913",118.263007264282,-0.0553533747550214,0.104088058091236,-0.531793711690757,0.594868878525466,0.999943348908314
"LOC107648851",105.805697253018,0.035973092408785,0.110304689310725,0.32612477886094,0.744329950192414,0.999943348908314
"LOC102724378",112.107088253106,-0.00203430667284675,0.108588059928648,-0.0187341653786196,0.985053173002021,0.999943348908314
"LINC-ROR",113.072077858657,-0.0781283073914782,0.108701913230344,-0.718739027397987,0.472301731908821,0.999943348908314
"LOC121815966",102.952214831646,-0.0247280407844896,0.112821238617344,-0.219178951477032,0.82651065114838,0.999943348908314
"LOC124904039",96.493504444627,-0.00797237231084753,0.11978562044943,-0.0665553367836268,0.946935702945565,0.999943348908314
"LOC108004524",104.54399172461,-0.0285854491125671,0.113745768733954,-0.251309999754162,0.801574444520046,0.999943348908314
"IGLV3-19",113.60671741031,-0.0535534144701908,0.119598021409198,-0.447778431776565,0.654313110710626,0.999943348908314
"LINC02482",106.214242573144,-0.000204649563877803,0.114137421102155,-0.00179301023189089,0.998569385585156,0.999943348908314
"H2AC13",102.938147391628,-0.0554893054778197,0.110565694076459,-0.501867292032262,0.615760874252626,0.999943348908314
"CLEC4F",103.323878446764,0.00467081946258772,0.109305724908635,0.0427317001601873,0.965915409567653,0.999943348908314
"SMIM8",102.874416946573,-0.0136549324183375,0.111740656935995,-0.122202005901568,0.902739037883269,0.999943348908314
"LOC347674",106.908294564397,0.00592258415995892,0.109701537278279,0.0539881601197178,0.956944597340432,0.999943348908314
"PFDN1",113.379249875379,-0.0532788321342427,0.108007264157685,-0.493289340765622,0.621808158913661,0.999943348908314
"NKX2-1",106.80753543926,0.00359620216512672,0.109028393693279,0.0329840883031225,0.973687276432226,0.999943348908314
"OR10R1P",106.218084826636,0.00514806018480006,0.109247586814346,0.0471228732360799,0.962415297379095,0.999943348908314
"ANKRD30A",110.860747578396,-0.0403320194883541,0.109306828013769,-0.368979872723721,0.712142727137206,0.999943348908314
"MTND6P16",107.946533465161,-0.0365165464969605,0.10945506117112,-0.333621361189238,0.738665297038255,0.999943348908314
"LOC124903540",104.762695691642,-0.0045782408832391,0.109563428273143,-0.0417862142084992,0.966669124882619,0.999943348908314
"LOC100533728",114.443261147449,-0.0478674632383598,0.107851945144428,-0.443825683201717,0.657168618157879,0.999943348908314
"LOC112997538",103.857777570829,0.0253521271139961,0.110198824525062,0.230058053915361,0.818046658805969,0.999943348908314
"GYG2",109.826482483492,-0.00931970237338925,0.113043086146491,-0.0824438069685389,0.93429380167006,0.999943348908314
"LOC112997564",112.969295614965,-0.0193730101945895,0.108966833714829,-0.177788135473308,0.858889365425893,0.999943348908314
"H3P5",107.154692312228,0.0187548273851408,0.109301119458456,0.171588612066039,0.863760960919226,0.999943348908314
"LOC124902183",116.526046474205,-0.0125572802831025,0.103774393970507,-0.121005575678634,0.903686618896722,0.999943348908314
"LOC124904131",106.869219366705,-0.042329544504347,0.109410340935241,-0.386887968198558,0.698839148876727,0.999943348908314
"SNORD93",118.687999941284,-0.0393524296725658,0.102957585074261,-0.382219820367598,0.702298321408424,0.999943348908314
"C10orf105",109.378088569748,-0.0555493380310938,0.114467402738274,-0.48528521397577,0.627474042496137,0.999943348908314
"LOC124901759",106.593355798345,-0.0200258392107784,0.109443237932882,-0.182979228219286,0.854814316927308,0.999943348908314
"BUD23",120.264955802712,-0.0541897977141294,0.0990089013048516,-0.547322483129848,0.584157200187332,0.999943348908314
"EYA4",110.56298122262,0.0327921476903874,0.109590075569866,0.299225523113009,0.764767976293028,0.999943348908314
"SYNGR4",107.403837861752,-0.0459166645741131,0.110826787047237,-0.414310166318748,0.678646969439333,0.999943348908314
"RPL27",114.41070255243,-0.0152930664006069,0.108991245622369,-0.140314630897917,0.888411404899331,0.999943348908314
"MIR6165",107.786196928029,0.0116585708903654,0.110057885862103,0.105931263344209,0.915636889053,0.999943348908314
"MIR199B",108.586575559326,0.0095678803240398,0.108557541305175,0.0881364869635614,0.929768196803198,0.999943348908314
"ST8SIA5",111.709445301505,-0.00636791814240292,0.110122827348219,-0.05782559616152,0.953887549499793,0.999943348908314
"LOC121627921",107.367876894791,-0.0165833856324984,0.111100866150422,-0.149264233548331,0.881345136556274,0.999943348908314
"LOC124902252",106.125129457635,-0.0271625894459585,0.109180462121034,-0.248786173993721,0.803526186476595,0.999943348908314
"HNRNPA1P2",105.753355130715,-0.0016903106278708,0.109200396241401,-0.0154789788869827,0.98765005490303,0.999943348908314
"ZNF501",114.345432376345,-0.0175845151135434,0.107803758428941,-0.163115974524527,0.870427122394263,0.999943348908314
"PDGFC",102.958218825253,0.00026364418756401,0.110907948062752,0.00237714421886915,0.998103315115265,0.999943348908314
"LOC124153114",105.120057488997,0.0108567230861669,0.11294399759976,0.096124834580762,0.923421427490848,0.999943348908314
"OR4R3P",106.356099468491,-0.038410883439595,0.115677918406882,-0.33205026480931,0.739851304300064,0.999943348908314
"HSFY1P1",110.403420333278,-0.0343168997102119,0.112600145298591,-0.304767810194303,0.76054299963105,0.999943348908314
"LOC124902982",112.906592868735,-0.00398726641563436,0.107902365841879,-0.036952539312042,0.97052284801325,0.999943348908314
"LINC00487",99.2951765819637,-0.0298493758961146,0.116982965198379,-0.255160021337264,0.798599507591299,0.999943348908314
"LOC124908801",122.127327528483,-0.0247846412824342,0.0979704102512699,-0.252980886972584,0.800282982881629,0.999943348908314
"LOC115804239",106.497339728636,0.0366943345389347,0.111241777299158,0.329861095622864,0.74150492085922,0.999943348908314
"ISOC2",104.712665585733,-0.018076795035729,0.108851933169522,-0.166067744590046,0.868103637736023,0.999943348908314
"LINC02029",107.027352576382,-0.0318138300309622,0.109159983284454,-0.29144223985506,0.770713113173543,0.999943348908314
"RNU6-538P",103.217286579935,-0.022659793474671,0.113928278064187,-0.198895251114956,0.842344684364577,0.999943348908314
"LOC107984855",119.405936464225,-0.0118211303731387,0.101246162370162,-0.116756330278672,0.90705315037492,0.999943348908314
"CENPT",112.445081676342,0.00712265176171573,0.118562296159076,0.0600751840379273,0.95209575452543,0.999943348908314
"TNDM",117.455990350059,-0.0756444994005634,0.104809334367755,-0.721734374680237,0.470457803697297,0.999943348908314
"FAM238C",109.816999257713,-0.0329246787464469,0.110025729730058,-0.29924526587759,0.764752913542999,0.999943348908314
"LOC124908468",106.526749279423,0.0313175481430018,0.108707185582668,0.288090874353342,0.773277177853916,0.999943348908314
"RPS26P57",111.489410006796,-0.0520251395289765,0.115194293815796,-0.451629484461867,0.651535925598626,0.999943348908314
"H4C16",110.560789972926,-0.0189052600041831,0.11030621023436,-0.171388899718487,0.863917982384589,0.999943348908314
"LOC124907302",109.984469038579,0.000613000932248853,0.112538187544999,0.00544704820311543,0.995653905828474,0.999943348908314
"LOC105379447",107.976432072439,0.0457286356046498,0.112502229051949,0.406468707242539,0.684398245165531,0.999943348908314
"LOC101928188",114.256934963824,-0.0245143127235728,0.163396922993558,-0.150029218876657,0.880741562824208,0.999943348908314
"LOC105375477",106.816371505363,0.00356539359650999,0.109150238675082,0.0326650096214945,0.973941727268812,0.999943348908314
"LOC121366040",107.13685647213,-0.0589412034531711,0.108575788575096,-0.542857705448806,0.587227778378383,0.999943348908314
"TNKS1BP1",104.67651945828,-0.0125743175361145,0.108302045279756,-0.11610415577687,0.907569995257629,0.999943348908314
"RCAN2",115.461423742233,0.00486989762416895,0.104955398596104,0.0463996868127726,0.962991686132863,0.999943348908314
"CYP4A11",107.70466491934,-0.0308659702204249,0.112198581099587,-0.275101252778129,0.783238449125625,0.999943348908314
"LOC124908675",107.30756226241,0.023611214522487,0.115200859359327,0.204956930476018,0.837605775131182,0.999943348908314
"LOC107985433",106.36150110708,-0.014027393682461,0.114890036809594,-0.122094082933478,0.902824507956049,0.999943348908314
"LOC124908269",105.445421642865,-0.0335744434143676,0.107597676271481,-0.312036882001572,0.755012493916747,0.999943348908314
"FGF10",108.274479880726,-0.0344505465711927,0.117035096049117,-0.294360817687838,0.768482204177029,0.999943348908314
"LOC105375554",112.97578673952,0.00871890720914765,0.115651778639083,0.0753893049613782,0.939904968398403,0.999943348908314
"LOC124904097",112.278110527954,0.00259829553767924,0.107515688993394,0.0241666640655475,0.980719668582036,0.999943348908314
"LOC123575667",111.99252560135,0.000711860949167238,0.111442602816474,0.00638769134223782,0.994903394358005,0.999943348908314
"PLS3-AS1",103.775717369271,-0.0379793679605127,0.109134851380239,-0.348004028778928,0.727837157864511,0.999943348908314
"RNU7-74P",109.154020101282,-0.0681999978109715,0.109084756194556,-0.625201908957242,0.531838549181398,0.999943348908314
"LOC124908333",112.857765670119,-0.0217645302253096,0.111002255319632,-0.196072865029979,0.84455313457748,0.999943348908314
"IGKV2OR22-3",121.032273415142,0.0226214430706777,0.0997983688645842,0.226671470967352,0.820679212588799,0.999943348908314
"IRF2BPL",104.709843358231,0.00644334773791563,0.107862443229804,0.0597367122881491,0.952365331754368,0.999943348908314
"SEMA4D",103.989519722522,-0.0495643273733873,0.110265842181698,-0.449498470176415,0.653072111419367,0.999943348908314
"TRE-TTC2-1",107.7179798495,0.0223024992759527,0.113228202994394,0.196969471263771,0.843851428155122,0.999943348908314
"LOC105371335",112.338410721838,-0.0409930433940012,0.108063476676952,-0.379342259332881,0.704433722138432,0.999943348908314
"LOC124403957",105.253878625063,-0.0332029835545827,0.112170392195157,-0.296004880653491,0.767226354115069,0.999943348908314
"UBXN8",107.429321772706,-0.00337950552710925,0.10952673614807,-0.0308555303112518,0.975384754691692,0.999943348908314
"LOC107986931",105.976878489033,-0.0186722493542288,0.116252014216506,-0.160618716846091,0.872393712390856,0.999943348908314
"TRAV25",107.672827072786,0.0039303447332178,0.115771794453611,0.0339490698210838,0.972917763659845,0.999943348908314
"FAM78B",110.917514731928,-0.0095683905302065,0.109610416260506,-0.0872945369303747,0.930437396343382,0.999943348908314
"LOC124907718",98.1607172747316,0.0342708964809569,0.116836497371301,0.293323552588585,0.769274852627665,0.999943348908314
"FKBP6",103.733229268257,0.00927258230546795,0.113480080262351,0.0817111010499017,0.934876450520415,0.999943348908314
"HIGD1AP4",115.760862630538,-0.0207242374474765,0.1079172869045,-0.192038162206729,0.847712312594889,0.999943348908314
"LOC112577547",112.410882605628,-0.00542787239330262,0.107957819700088,-0.0502777140959449,0.959901082879819,0.999943348908314
"LOC100419842",110.550352174203,0.014744957172103,0.109029647274454,0.135238052591203,0.892423661822493,0.999943348908314
"RPL21P106",104.805463116129,-0.0457285175423986,0.10912826191532,-0.419034599651945,0.675190846006893,0.999943348908314
"LOC111258516",114.579839092521,-0.0280348059613319,0.1110196279237,-0.252521166622889,0.800638255511963,0.999943348908314
"USP42",104.551521730367,-0.0287624488676249,0.112909670410198,-0.254738577866109,0.798925018092437,0.999943348908314
"TRQ-CTG18-1",106.618897258864,-0.02543115385787,0.10888122931095,-0.233567842857855,0.815320494935204,0.999943348908314
"RASAL2-AS1",109.015753292308,-0.0311555344852344,0.109954114903651,-0.28335032765745,0.776908301418301,0.999943348908314
"BRPF1",101.930267000269,0.00292441970476838,0.111532863187946,0.0262202513338189,0.979081663206101,0.999943348908314
"LOC123881335",107.541814528081,0.0174496118213044,0.111362047434909,0.156692627544439,0.875487097673411,0.999943348908314
"LOC105378796",110.660849654056,0.0118742214119921,0.113551406233584,0.104571328580167,0.916715966418135,0.999943348908314
"DPRXP6",107.833300006488,0.000880325516267809,0.110226394839751,0.0079865218992932,0.993627745223993,0.999943348908314
"LOC116216102",110.192117484889,-0.0232837893777128,0.108504226801404,-0.214588777452229,0.830087944411416,0.999943348908314
"PUDPP2",107.721957108392,-0.00685342304372019,0.110353991905409,-0.0621039884954472,0.950480020771816,0.999943348908314
"PSMC1P9",110.470662687732,0.035911822961995,0.114426469210014,0.313841921453365,0.753641103073632,0.999943348908314
"RPL12P17",112.193701581628,0.000358287138174772,0.107740565260494,0.00332546183796707,0.997346670232343,0.999943348908314
"LOC122847309",105.069354452683,0.0108879787400166,0.111463318244737,0.0976821694479812,0.922184674555326,0.999943348908314
"LINC02637",107.654163929514,-0.0385066984319933,0.115293986614613,-0.333987049651665,0.738389331003959,0.999943348908314
"LOC110120828",108.854845448616,-0.041289319593691,0.11506974369693,-0.358819949251288,0.719729787809381,0.999943348908314
"VUR6",123.071184087045,-0.0639959911541177,0.0991400618765539,-0.645510905912118,0.518596153132895,0.999943348908314
"CYP21A2",110.603416185239,0.0172948703983107,0.122356055050101,0.141348708825477,0.887594471770839,0.999943348908314
"LOC121676924",105.528087729902,-0.0255987908422285,0.107970850289048,-0.237089832799299,0.812587099782145,0.999943348908314
"LOC105371569",103.000192787973,-0.0415857027653783,0.112778925158325,-0.36873647010732,0.712324162125768,0.999943348908314
"LOC124908657",111.344744268531,-0.00519838564917434,0.112785291861882,-0.0460909890231107,0.963237728094977,0.999943348908314
"RNU6-207P",107.74228044745,-0.00683949238529956,0.109564154913315,-0.0624245437817765,0.950224749960854,0.999943348908314
